INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
DTXSID60516157,DSSTox_Substance_Id,DTXSID60516157,1-[(2-Methylphenyl)methyl]-1H-imidazole,CC1=CC=CC=C1CN1C=CN=C1
DTXSID80177860,DSSTox_Substance_Id,DTXSID80177860,Monocrotaline pyrrole,C[C@H]1C(=O)O[C@@H]2CCN3C=CC(COC(=O)[C@](C)(O)[C@]1(C)O)=C23
DTXSID20569902,DSSTox_Substance_Id,DTXSID20569902,"(5H-[1]Benzopyrano[4,3-b]pyridin-3-yl)(2-hydroxyphenyl)methanone",OC1=CC=CC=C1C(=O)C1=CC2=C(N=C1)C1=CC=CC=C1OC2
DTXSID70349938,DSSTox_Substance_Id,DTXSID70349938,dimethyl 2-[(methylsulfonyl)amino]terephthalate,COC(=O)C1=CC(NS(C)(=O)=O)=C(C=C1)C(=O)OC
DTXSID8022614,DSSTox_Substance_Id,DTXSID8022614,Apomorphine,CN1CCC2=CC=CC3=C2[C@H]1CC1=C3C(O)=C(O)C=C1
DTXSID20296246,DSSTox_Substance_Id,DTXSID20296246,(4-Methyl-2-oxo-2H-quinolin-1-yl)-acetic acid,CC1=CC(=O)N(CC(O)=O)C2=CC=CC=C12
DTXSID60583268,DSSTox_Substance_Id,DTXSID60583268,"4-(But-3-en-1-yn-1-yl)-4-hydroxy-1,1,2,5-tetramethylpiperidin-1-ium iodide",[I-].CC1C[N+](C)(C)C(C)CC1(O)C#CC=C
DTXSID5027774,DSSTox_Substance_Id,DTXSID5027774,Ethylenediaminetetraacetic acid ferric sodium salt,[Na+].[Fe+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
DTXSID0021121,DSSTox_Substance_Id,DTXSID0021121,Phenformin hydrochloride,Cl.NC(=N)NC(=N)NCCC1=CC=CC=C1
DTXSID8057853,DSSTox_Substance_Id,DTXSID8057853,Ibafloxacine,CC1CCC2=C(C)C(F)=CC3=C2N1C=C(C(O)=O)C3=O
DTXSID90396484,DSSTox_Substance_Id,DTXSID90396484,4-(4-methoxyphenyl)-1H-imidazole,COC1=CC=C(C=C1)C1=CN=CN1
DTXSID9022659,DSSTox_Substance_Id,DTXSID9022659,Benztropine,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID7062116,DSSTox_Substance_Id,DTXSID7062116,"Benzenethiol, 3-chloro-",SC1=CC(Cl)=CC=C1
DTXSID70287048,DSSTox_Substance_Id,DTXSID70287048,MLS002667214,CC(C)CN1C=NC2=C1N=C(N)N=C2SCC1=CC=CC=C1F
DTXSID6064400,DSSTox_Substance_Id,DTXSID6064400,"1,4-Piperazinediethanamine",NCCN1CCN(CCN)CC1
DTXSID30648833,DSSTox_Substance_Id,DTXSID30648833,N-[5-(5-Fluoro-6-methylpyridin-2-yl)-4-(quinoxalin-6-yl)-1H-imidazol-2-yl]acetamide,CC(=O)NC1=NC(=C(N1)C1=NC(C)=C(F)C=C1)C1=CC2=NC=CN=C2C=C1
DTXSID8023848,DSSTox_Substance_Id,DTXSID8023848,Acetochlor,CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C
DTXSID20280605,DSSTox_Substance_Id,DTXSID20280605,"3,3'-Methylenebis(5,5-dimethylimidazolidine-2,4-dione)",CC1(C)NC(=O)N(CN2C(=O)NC(C)(C)C2=O)C1=O
DTXSID80872565,DSSTox_Substance_Id,DTXSID80872565,Calcium bis(dihydrogen phosphate) monohydrate,O.[Ca++].OP(O)([O-])=O.OP(O)([O-])=O
DTXSID10356964,DSSTox_Substance_Id,DTXSID10356964,"ethyl 5-oxo-5H-thiazolo[3,2-a]pyrimidine-6-carboxylate",CCOC(=O)C1=CN=C2SC=CN2C1=O
DTXSID90340462,DSSTox_Substance_Id,DTXSID90340462,ethyl 5-(phenylcarbamoyl)-1H-imidazole-4-carboxylate,CCOC(=O)C1=C(N=CN1)C(=O)NC1=CC=CC=C1
DTXSID70174545,DSSTox_Substance_Id,DTXSID70174545,JS-K,CCOC(=O)N1CCN(CC1)[N+](\[O-])=N\OC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O
DTXSID40299496,DSSTox_Substance_Id,DTXSID40299496,"1,1'-[(bromomethanediyl)disulfonyl]dibenzene",BrC(S(=O)(=O)C1=CC=CC=C1)S(=O)(=O)C1=CC=CC=C1
DTXSID10282613,DSSTox_Substance_Id,DTXSID10282613,"butane-1,4-diyl bis(phenylcarbamate)",O=C(NC1=CC=CC=C1)OCCCCOC(=O)NC1=CC=CC=C1
DTXSID90390346,DSSTox_Substance_Id,DTXSID90390346,"2-chloro-5-(1,2,4-triazol-4-yl)benzoic acid",OC(=O)C1=C(Cl)C=CC(=C1)N1C=NN=C1
DTXSID9044615,DSSTox_Substance_Id,DTXSID9044615,Ethylene acrylate,C=CC(=O)OCCOC(=O)C=C
DTXSID70439065,DSSTox_Substance_Id,DTXSID70439065,[2-[3-(diethylamino)-2-hydroxypropoxy]phenyl]-phenylmethanone,CCN(CC)CC(O)COC1=CC=CC=C1C(=O)C1=CC=CC=C1
DTXSID80474725,DSSTox_Substance_Id,DTXSID80474725,"2H-Indazole-6-carboxamide, 2-butyl-3-ethoxy-N-(2-furanylmethyl)-",CCCCN1N=C2C=C(C=CC2=C1OCC)C(=O)NCC1=CC=CO1
DTXSID8046167,DSSTox_Substance_Id,DTXSID8046167,Rolicyclidine,C1CCN(C1)C1(CCCCC1)C1=CC=CC=C1
DTXSID40150098,DSSTox_Substance_Id,DTXSID40150098,BW A522,CCCN1C(=O)N(CC2=CC(I)=C(N)C=C2)C2=C(NC(=N2)C2=CC=C(OCC(O)=O)C=C2)C1=O
DTXSID80359821,DSSTox_Substance_Id,DTXSID80359821,"Benzenesulfonamide, N,N'-[1,4-phenylenebis(methylene)]bis-",O=S(=O)(NCC1=CC=C(CNS(=O)(=O)C2=CC=CC=C2)C=C1)C1=CC=CC=C1
DTXSID80348598,DSSTox_Substance_Id,DTXSID80348598,"3,4'-Dihydroxypropiophenone",OCCC(=O)C1=CC=C(O)C=C1
DTXSID70197193,DSSTox_Substance_Id,DTXSID70197193,Aleglitazar,CO[C@@H](CC1=C2SC=CC2=C(OCCC2=C(C)OC(=N2)C2=CC=CC=C2)C=C1)C(O)=O
DTXSID20703864,DSSTox_Substance_Id,DTXSID20703864,4-Methylbenzene-1-sulfonic acid--(3R)-3-aminooxetan-2-one (1/1),N[C@@H]1COC1=O.CC1=CC=C(C=C1)S(O)(=O)=O
DTXSID1025481,DSSTox_Substance_Id,DTXSID1025481,Isopropyl mercaptan,CC(C)S
DTXSID10147117,DSSTox_Substance_Id,DTXSID10147117,"Uracil, N-((p-ethoxyphenyl)sulfonyl)-5-fluoro-",CCOC1=CC=C(C=C1)S(=O)(=O)N1C=C(F)C(=O)NC1=O
DTXSID0048686,DSSTox_Substance_Id,DTXSID0048686,Hydrocortisone acetate,CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@]12C
DTXSID50182320,DSSTox_Substance_Id,DTXSID50182320,"2H-1-Benzopyran-2-one, 3-chloro-7-methoxy-4-methyl-",COC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2
DTXSID2024747,DSSTox_Substance_Id,DTXSID2024747,Chloramphenicol sodium succinate,[Na+].O[C@@H]([C@@H](COC(=O)CCC([O-])=O)NC(=O)C(Cl)Cl)C1=CC=C(C=C1)[N+]([O-])=O
DTXSID9047205,DSSTox_Substance_Id,DTXSID9047205,2-Ethylhexyl trans-4-methoxycinnamate,CCCCC(CC)COC(=O)\C=C\C1=CC=C(OC)C=C1
DTXSID80649411,DSSTox_Substance_Id,DTXSID80649411,"N-(2-{3-[(Piperazin-1-yl)methyl]imidazo[2,1-b][1,3]thiazol-6-yl}phenyl)quinoxaline-2-carboxamide--hydrogen chloride (1/1)",Cl.O=C(NC1=CC=CC=C1C1=CN2C(CN3CCNCC3)=CSC2=N1)C1=NC2=CC=CC=C2N=C1
DTXSID50176921,DSSTox_Substance_Id,DTXSID50176921,"7,3',4'-Trimethoxyflavone",COC1=CC2=C(C=C1)C(=O)C=C(O2)C1=CC(OC)=C(OC)C=C1
DTXSID80435078,DSSTox_Substance_Id,DTXSID80435078,N-[1-[(4-aminophenyl)methyl]pyrrolidin-3-yl]isoquinolin-5-amine,NC1=CC=C(CN2CCC(C2)NC2=CC=CC3=C2C=CN=C3)C=C1
DTXSID20433972,DSSTox_Substance_Id,DTXSID20433972,3-(benzenesulfonyl)-1-(1-ethylpiperidin-3-yl)indole,CCN1CCCC(C1)N1C=C(C2=CC=CC=C12)S(=O)(=O)C1=CC=CC=C1
DTXSID8046589,DSSTox_Substance_Id,DTXSID8046589,Protoporphyrin disodium,[Na+].[Na+].CC1=C2NC(\C=C3/N=C(/C=C4\N\C(=C/C5=N/C(=C\2)/C(C=C)=C5C)C(C=C)=C4C)C(C)=C3CCC([O-])=O)=C1CCC([O-])=O
DTXSID1044801,DSSTox_Substance_Id,DTXSID1044801,SEX,[Na+].CCOC([S-])=S
DTXSID60358559,DSSTox_Substance_Id,DTXSID60358559,"7-phenyl-[1,2,4]triazolo[1,5-a]pyrimidine-6-carbonitrile",N#CC1=C(N2N=CN=C2N=C1)C1=CC=CC=C1
DTXSID90392562,DSSTox_Substance_Id,DTXSID90392562,"5,5-dimethyl-3-(octylamino)cyclohex-2-en-1-one",CCCCCCCCNC1=CC(=O)CC(C)(C)C1
DTXSID7049392,DSSTox_Substance_Id,DTXSID7049392,4-Nitrobenzylbromide,[O-][N+](=O)C1=CC=C(CBr)C=C1
DTXSID2023771,DSSTox_Substance_Id,DTXSID2023771,"2',3'-Dideoxyadenosine",NC1=NC=NC2=C1N=CN2[C@H]1CC[C@@H](CO)O1
DTXSID0029133,DSSTox_Substance_Id,DTXSID0029133,4-Hydroxyacetophenone,CC(=O)C1=CC=C(O)C=C1
DTXSID30317032,DSSTox_Substance_Id,DTXSID30317032,"1-(2,4-dichlorophenyl)-1,4-dihydroisoquinolin-3(2H)-one",ClC1=CC(Cl)=C(C=C1)C1NC(=O)CC2=CC=CC=C12
DTXSID1023237,DSSTox_Substance_Id,DTXSID1023237,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1
DTXSID30291227,DSSTox_Substance_Id,DTXSID30291227,1-(Benzthiazol-2-ylthio)-propan-2-one,CC(=O)CSC1=NC2=CC=CC=C2S1
DTXSID50151733,DSSTox_Substance_Id,DTXSID50151733,"3H-1,2,4-Triazol-3-one, 2,4-dihydro-4-methyl-5-(4-pyridinyl)-",CN1C(=O)NN=C1C1=CC=NC=C1
DTXSID40300556,DSSTox_Substance_Id,DTXSID40300556,MLS002920414,CC1=NC(CN(NC2=CC=CC=C2)C2=CC=CC=C2)=CC=C1
DTXSID60176391,DSSTox_Substance_Id,DTXSID60176391,1-Methylquinolinium,C[N+]1=CC=CC2=CC=CC=C12
DTXSID80186033,DSSTox_Substance_Id,DTXSID80186033,2-Fluoronaphthalene,FC1=CC2=CC=CC=C2C=C1
DTXSID5060728,DSSTox_Substance_Id,DTXSID5060728,"Ethanimidamide, N,N'-diphenyl-",CC(NC1=CC=CC=C1)=NC1=CC=CC=C1
DTXSID40154854,DSSTox_Substance_Id,DTXSID40154854,Lavendustin B,OC(=O)C1=C(O)C=CC(=C1)N(CC1=CC=CC=C1O)CC1=CC=CC=C1O
DTXSID00179220,DSSTox_Substance_Id,DTXSID00179220,9-Chloromethylanthracene,ClCC1=C2C=CC=CC2=CC2=CC=CC=C12
DTXSID70297485,DSSTox_Substance_Id,DTXSID70297485,"(2,2,7,7-tetramethyltetrahydro-3ah-bis[1,3]dioxolo[4,5-b:4',5'-d]pyran-5-yl)methyl 4-nitrobenzoate",CC1(C)OC2OC(COC(=O)C3=CC=C(C=C3)[N+]([O-])=O)C3OC(C)(C)OC3C2O1
DTXSID90312482,DSSTox_Substance_Id,DTXSID90312482,5-methyl-2-phenyloxazole-4-carboxylic acid,CC1=C(N=C(O1)C1=CC=CC=C1)C(O)=O
DTXSID30366722,DSSTox_Substance_Id,DTXSID30366722,STK856828,ClC1=CC=CC=C1CNC1=NC=NC2=C1NC=N2
DTXSID3061639,DSSTox_Substance_Id,DTXSID3061639,"10H-Phenothiazine-3,7-diamine, 10-benzoyl-N,N,N',N'-tetramethyl-",CN(C)C1=CC2=C(C=C1)N(C(=O)C1=CC=CC=C1)C1=C(S2)C=C(C=C1)N(C)C
DTXSID40191502,DSSTox_Substance_Id,DTXSID40191502,N-Methyldesloratadine,CN1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2
DTXSID9023097,DSSTox_Substance_Id,DTXSID9023097,Glisoxepide,CC1=CC(=NO1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1
DTXSID4042094,DSSTox_Substance_Id,DTXSID4042094,Levomenol,CC(C)=CCC[C@](C)(O)[C@H]1CCC(C)=CC1
DTXSID50353674,DSSTox_Substance_Id,DTXSID50353674,"5-[(4-Methylphenoxy)methyl]-1,3,4-thiadiazol-2-amine",CC1=CC=C(OCC2=NN=C(N)S2)C=C1
DTXSID80359063,DSSTox_Substance_Id,DTXSID80359063,3-[(Pyridin-3-ylmethyl)-amino]-benzoic acid,OC(=O)C1=CC(NCC2=CN=CC=C2)=CC=C1
DTXSID10156446,DSSTox_Substance_Id,DTXSID10156446,Tezacitabine,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)\C1=C/F
DTXSID9035620,DSSTox_Substance_Id,DTXSID9035620,"(1S,5S)-4,6,6-Trimethylbicyclo[3.1.1]hept-3-en-2-one",CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C
DTXSID60148598,DSSTox_Substance_Id,DTXSID60148598,"Diethyl 1-methyl-2-(methylthio)-1H-imidazole-4,5-dicarboxylate",CCOC(=O)C1=C(N(C)C(SC)=N1)C(=O)OCC
DTXSID9043857,DSSTox_Substance_Id,DTXSID9043857,Berberine,COC1=CC=C2C=C3C4=CC5=C(OCO5)C=C4CC[N+]3=CC2=C1OC
DTXSID80351461,DSSTox_Substance_Id,DTXSID80351461,"7-bromo-1,2,3,4-tetrahydrocyclopenta[b]indole",BrC1=CC2=C(NC3=C2CCC3)C=C1
DTXSID30216470,DSSTox_Substance_Id,DTXSID30216470,"4-Allyl-2,6-dimethoxyphenol",COC1=CC(CC=C)=CC(OC)=C1O
DTXSID3022403,DSSTox_Substance_Id,DTXSID3022403,"2,2′-Dihydroxy-4-methoxybenzophenone",COC1=CC=C(C(=O)C2=C(O)C=CC=C2)C(O)=C1
DTXSID20385285,DSSTox_Substance_Id,DTXSID20385285,MreB Perturbing Compound A22,Cl.NC(=N)SCC1=CC(Cl)=C(Cl)C=C1
DTXSID9052189,DSSTox_Substance_Id,DTXSID9052189,"2-Amino-4,6-dimethylpyridine",CC1=CC(N)=NC(C)=C1
DTXSID00456326,DSSTox_Substance_Id,DTXSID00456326,"4-(6-Methoxybenzo[d]thiazol-2-yl)-N,N-dimethylaniline",COC1=CC2=C(C=C1)N=C(S2)C1=CC=C(C=C1)N(C)C
DTXSID3048992,DSSTox_Substance_Id,DTXSID3048992,Pentagastrin,CSCC[C@H](NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O
DTXSID80214401,DSSTox_Substance_Id,DTXSID80214401,Naphthyl phenyl ketone,O=C(C1=CC=CC=C1)C1=CC=CC2=CC=CC=C12
DTXSID7022546,DSSTox_Substance_Id,DTXSID7022546,Acetohydroxamic acid,CC(=O)NO
DTXSID60202326,DSSTox_Substance_Id,DTXSID60202326,"2,3,10,11-Tetrahydro-1H,7H-cyclopenta(6,7)(1,4)diazepino(3,2,1-ij)quinolin-8(9H)-one",O=C1NC2=CC=CC3=C2N(CCC3)C2=C1CCC2
DTXSID8044670,DSSTox_Substance_Id,DTXSID8044670,Clonidine hydrochloride,Cl.ClC1=CC=CC(Cl)=C1NC1=NCCN1
DTXSID50355658,DSSTox_Substance_Id,DTXSID50355658,"3-(Prop-2-en-1-yl)-2-sulfanylidene-2,3,5,6,7,8-hexahydro[1]benzothieno[2,3-d]pyrimidin-4(1H)-one",C=CCN1C(=S)NC2=C(C3=C(CCCC3)S2)C1=O
DTXSID2045810,DSSTox_Substance_Id,DTXSID2045810,Trifluperidol hydrochloride,Cl.OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=CC(=C1)C(F)(F)F
DTXSID30212856,DSSTox_Substance_Id,DTXSID30212856,1-Aminofluoren-9-one,NC1=CC=CC2=C1C(=O)C1=CC=CC=C21
DTXSID7040316,DSSTox_Substance_Id,DTXSID7040316,Nickel chloride,[Cl-].[Cl-].[Ni++]
DTXSID40384492,DSSTox_Substance_Id,DTXSID40384492,1-(4-chlorophenyl)-2-(4-methylphenyl)ethan-1-one,CC1=CC=C(CC(=O)C2=CC=C(Cl)C=C2)C=C1
DTXSID50296577,DSSTox_Substance_Id,DTXSID50296577,5-phenylpyrazolidin-3-one,O=C1CC(NN1)C1=CC=CC=C1
DTXSID50582402,DSSTox_Substance_Id,DTXSID50582402,"N-Methyl-2-[4-(4-propoxyphenyl)-1H-1,2,3-triazol-1-yl]adenosine",CCCOC1=CC=C(C=C1)C1=CN(N=N1)C1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(NC)=N1
DTXSID60354455,DSSTox_Substance_Id,DTXSID60354455,2-[(4-chlorophenyl)sulfonyl]acetamide,NC(=O)CS(=O)(=O)C1=CC=C(Cl)C=C1
DTXSID30367996,DSSTox_Substance_Id,DTXSID30367996,1-Methyl-1H-indole-3-carbonitrile,CN1C=C(C#N)C2=CC=CC=C12
DTXSID70334061,DSSTox_Substance_Id,DTXSID70334061,4-Hydroxy-2-methoxybenzaldehyde,COC1=C(C=O)C=CC(O)=C1
DTXSID90210671,DSSTox_Substance_Id,DTXSID90210671,Levdobutamine,C[C@@H](CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1
DTXSID70167311,DSSTox_Substance_Id,DTXSID70167311,"3',4',7-Trimethoxyisoflavone",COC1=CC2=C(C=C1)C(=O)C(=CO2)C1=CC(OC)=C(OC)C=C1
DTXSID90349495,DSSTox_Substance_Id,DTXSID90349495,(2-Methyl-imidazol-1-yl)-acetic acid,CC1=NC=CN1CC(O)=O
DTXSID30280535,DSSTox_Substance_Id,DTXSID30280535,MLS000737827,CCOC(=O)C1=C(C2=CC=C(OC)C=C2)C(C(=O)OCC)=C(C)N=C1C
DTXSID6023442,DSSTox_Substance_Id,DTXSID6023442,Phenacemide,NC(=O)NC(=O)CC1=CC=CC=C1
DTXSID60858786,DSSTox_Substance_Id,DTXSID60858786,"9,12-Tetradecadien-1-ol, 1-acetate, (9Z,12E)-",C\C=C\C\C=C/CCCCCCCCOC(C)=O
DTXSID30585193,DSSTox_Substance_Id,DTXSID30585193,5-Iodoresiniferatoxin,[H][C@]12O[C@]3(CC4=CC=CC=C4)O[C@]1(C[C@@H](C)[C@]1(O3)[C@]3([H])C=C(C)C(=O)[C@@]3(O)CC(COC(=O)CC3=CC(OC)=C(O)C(I)=C3)=C[C@@]21[H])C(C)=C
DTXSID5058775,DSSTox_Substance_Id,DTXSID5058775,1-Naphthaldehyde,O=CC1=C2C=CC=CC2=CC=C1
DTXSID0042664,DSSTox_Substance_Id,DTXSID0042664,Vancomycin,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(N)[C@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC=C(O)C(=C3)C3=C(C=C(O)C=C3O)[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2
DTXSID8029315,DSSTox_Substance_Id,DTXSID8029315,"4-(Butan-2-yl)-2,6-di-tert-butylphenol",CCC(C)C1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
DTXSID20400629,DSSTox_Substance_Id,DTXSID20400629,2-hydroxy-5-(2-methylphenyl)benzoic Acid,CC1=CC=CC=C1C1=CC(C(O)=O)=C(O)C=C1
DTXSID70349796,DSSTox_Substance_Id,DTXSID70349796,STK169386,CN1C(=O)NC2=C(N=C(C)N2CC2=CC=CC=C2)C1=O
DTXSID00415478,DSSTox_Substance_Id,DTXSID00415478,"4(3H)-Quinazolinone, 2-(4-methyl-1-piperazinyl)-3-phenyl-",CN1CCN(CC1)C1=NC2=CC=CC=C2C(=O)N1C1=CC=CC=C1
DTXSID40227219,DSSTox_Substance_Id,DTXSID40227219,5-Fluoro-4-oxopentanoic acid,OC(=O)CCC(=O)CF
DTXSID90238658,DSSTox_Substance_Id,DTXSID90238658,"Quinolinepropionic acid, 1,2,3,4-tetrahydro-",OC(=O)CCN1CCCC2=CC=CC=C12
DTXSID40328952,DSSTox_Substance_Id,DTXSID40328952,2-[(4-aminobenzoyl)amino]-5-[[4-[(4-aminobenzoyl)amino]-3-sulfophenyl]carbamoylamino]benzenesulfonic acid,NC1=CC=C(C=C1)C(=O)NC1=C(C=C(NC(=O)NC2=CC(=C(NC(=O)C3=CC=C(N)C=C3)C=C2)S(O)(=O)=O)C=C1)S(O)(=O)=O
DTXSID8045642,DSSTox_Substance_Id,DTXSID8045642,Cortodoxone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
DTXSID0038756,DSSTox_Substance_Id,DTXSID0038756,4-Fluorobenzaldehyde,FC1=CC=C(C=O)C=C1
DTXSID50418752,DSSTox_Substance_Id,DTXSID50418752,7-hydroxy-4-methyl-3-propylchromen-2-one,CCCC1=C(C)C2=C(OC1=O)C=C(O)C=C2
DTXSID50407808,DSSTox_Substance_Id,DTXSID50407808,5-Amino-1-tert-butyl-3-(1'-naphthylmethyl)-4-cyanopyrazole,CC(C)(C)N1N=C(CC2=CC=CC3=CC=CC=C23)C(C#N)=C1N
DTXSID9025744,DSSTox_Substance_Id,DTXSID9025744,2-Nitrobenzyl chloride,[O-][N+](=O)C1=CC=CC=C1CCl
DTXSID00389004,DSSTox_Substance_Id,DTXSID00389004,"VX-950, Telaprevir",CCCC(NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1
DTXSID1025724,DSSTox_Substance_Id,DTXSID1025724,4-Nitroacetophenone,CC(=O)C1=CC=C(C=C1)[N+]([O-])=O
DTXSID60222584,DSSTox_Substance_Id,DTXSID60222584,AZD-1152HQPA,CCN(CCO)CCCOC1=CC2=C(C=C1)C(NC1=NNC(CC(=O)NC3=CC(F)=CC=C3)=C1)=NC=N2
DTXSID60585065,DSSTox_Substance_Id,DTXSID60585065,3-(6-Methylpyridin-2-yl)-N-phenyl-4-(quinolin-4-yl)-1H-pyrazole-1-carbothioamide,CC1=NC(=CC=C1)C1=NN(C=C1C1=CC=NC2=CC=CC=C12)C(=S)NC1=CC=CC=C1
DTXSID10322220,DSSTox_Substance_Id,DTXSID10322220,"Ethanone, 2-amino-1-(9-bromo-3-phenanthrenyl)-",NCC(=O)C1=CC2=C(C=C1)C=C(Br)C1=CC=CC=C21
DTXSID2025977,DSSTox_Substance_Id,DTXSID2025977,Pyrazineethanethiol,SCCC1=CN=CC=N1
DTXSID5023954,DSSTox_Substance_Id,DTXSID5023954,Technical chlordane,N/A
DTXSID40400323,DSSTox_Substance_Id,DTXSID40400323,1-Benzoyl-5-methoxy-2-methylindole-3-acetic acid,COC1=CC2=C(C=C1)N(C(=O)C1=CC=CC=C1)C(C)=C2CC(O)=O
DTXSID30384461,DSSTox_Substance_Id,DTXSID30384461,1-(3-nitropyridin-2-yl)piperidine-4-carboxamide,NC(=O)C1CCN(CC1)C1=C(C=CC=N1)[N+]([O-])=O
DTXSID70302169,DSSTox_Substance_Id,DTXSID70302169,"1,4-Naphthoquinone, 2-(butylthio)-",CCCCSC1=CC(=O)C2=CC=CC=C2C1=O
DTXSID00366794,DSSTox_Substance_Id,DTXSID00366794,ST089557,CCOC(=O)C(=O)NC1=CC=C(OCC2=CC=CC=C2)C=C1
DTXSID60611696,DSSTox_Substance_Id,DTXSID60611696,"Oxalic acid--N-[2-(3,4-dimethoxyphenyl)ethyl]-N-methyl-3-{4-[1-methyl-3-(propan-2-yl)-1H-indole-2-sulfonyl]phenoxy}propan-1-amine (1/1)",OC(=O)C(O)=O.COC1=C(OC)C=C(CCN(C)CCCOC2=CC=C(C=C2)S(=O)(=O)C2=C(C(C)C)C3=CC=CC=C3N2C)C=C1
DTXSID00658166,DSSTox_Substance_Id,DTXSID00658166,N-{2-[4-(Benzyloxy)phenyl]ethyl}pyridin-4-amine,C(CC1=CC=C(OCC2=CC=CC=C2)C=C1)NC1=CC=NC=C1
DTXSID90352080,DSSTox_Substance_Id,DTXSID90352080,GNF-Pf-2742,CCOC(=O)C1=CNC2=C(CC)C=CC=C2C1=O
DTXSID00158156,DSSTox_Substance_Id,DTXSID00158156,Exendin (9-39),CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CC(O)=O)C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O
DTXSID00299316,DSSTox_Substance_Id,DTXSID00299316,"Isoxazole, 5-(4-methoxyphenyl)-3-phenyl-",COC1=CC=C(C=C1)C1=CC(=NO1)C1=CC=CC=C1
DTXSID6057661,DSSTox_Substance_Id,DTXSID6057661,Clevidipine,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC
DTXSID40381143,DSSTox_Substance_Id,DTXSID40381143,"Ethyl 4-oxo-3-(propylsulfanyl)-4,5,6,7-tetrahydro-2-benzothiophene-1-carboxylate",CCCSC1=C2C(CCCC2=O)=C(S1)C(=O)OCC
DTXSID1060976,DSSTox_Substance_Id,DTXSID1060976,2-Piperidone,O=C1CCCCN1
DTXSID40368111,DSSTox_Substance_Id,DTXSID40368111,"2-(Morpholin-4-yl)-4-phenyl-1,3-thiazole-5-carbaldehyde",O=CC1=C(N=C(S1)N1CCOCC1)C1=CC=CC=C1
