INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
DTXSID80175604,DSSTox_Substance_Id,DTXSID80175604,2-((3R)-3-(((1-(Carboxymethyl)cyclopropyl)methyl)thio)-3-(3-((1E)-2-(7-chloro-2-quinolinyl)ethenyl)phenyl)propyl)-alpha-hydroxy-alpha-methylbenzeneacetic acid,CC(O)(C(O)=O)C1=CC=CC=C1CC[C@@H](SCC1(CC(O)=O)CC1)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1
DTXSID80550836,DSSTox_Substance_Id,DTXSID80550836,"1,1'-[1,3-Phenylenedi(ethyne-2,1-diyl)]dibenzene",C1=CC=C(C=C1)C#CC1=CC(=CC=C1)C#CC1=CC=CC=C1
DTXSID80474785,DSSTox_Substance_Id,DTXSID80474785,1-(3-Chloropyridin-2-yl)-4-methylpiperazine,CN1CCN(CC1)C1=C(Cl)C=CC=N1
DTXSID10351515,DSSTox_Substance_Id,DTXSID10351515,"5-(4-tert-Butylphenyl)-4-methyl-2,4-dihydro-3H-1,2,4-triazole-3-thione",CN1C(=S)NN=C1C1=CC=C(C=C1)C(C)(C)C
DTXSID6048911,DSSTox_Substance_Id,DTXSID6048911,(-)-Metazocine fumarate (1:1),OC(=O)\C=C\C(O)=O.C[C@@H]1[C@H]2CC3=C(C=C(O)C=C3)[C@]1(C)CCN2C
DTXSID40291950,DSSTox_Substance_Id,DTXSID40291950,MLS000766216,NC1=CC=C(OC(=O)NC2=CC=C(O)C=C2)C=C1
DTXSID4047331,DSSTox_Substance_Id,DTXSID4047331,MK-547,[Na+].[Na+].CCCCC1=NC2=C(C=C1)[C@@H]([C@H]([C@@H]2C1=CC=C(OC)C=C1C[C@H](C)C([O-])=O)C([O-])=O)C1=CC2=C(OCO2)C=C1
DTXSID90368747,DSSTox_Substance_Id,DTXSID90368747,1-(2-hydroxyphenyl)-4-ethoxycarbonyl-piperazine,CCOC(=O)N1CCN(CC1)C1=CC=CC=C1O
DTXSID5022196,DSSTox_Substance_Id,DTXSID5022196,2-(2-Aminoethyl)pyridine,NCCC1=NC=CC=C1
DTXSID40658761,DSSTox_Substance_Id,DTXSID40658761,3-[2-(Dimethylamino)ethyl]-1-methyl-1H-indol-4-ol,CN(C)CCC1=CN(C)C2=C1C(O)=CC=C2
DTXSID7045944,DSSTox_Substance_Id,DTXSID7045944,Securinine,O=C1O[C@@]23C[C@@H](C=CC2=C1)N1CCCC[C@H]31
DTXSID70357730,DSSTox_Substance_Id,DTXSID70357730,"Propanedinitrile, [(2-chloro-7-methyl-3-quinolinyl)methylene]-",CC1=CC2=NC(Cl)=C(C=C(C#N)C#N)C=C2C=C1
DTXSID20350256,DSSTox_Substance_Id,DTXSID20350256,"4-ethyl-5-(4-fluorophenyl)-4H-1,2,4-triazole-3-thiol",CCN1C(=S)NN=C1C1=CC=C(F)C=C1
DTXSID60350194,DSSTox_Substance_Id,DTXSID60350194,Benzofuran-2-carboxylic acid (4-amino-2-methoxy-phenyl)-amide,COC1=C(NC(=O)C2=CC3=CC=CC=C3O2)C=CC(N)=C1
DTXSID40351422,DSSTox_Substance_Id,DTXSID40351422,"Benzoicacid, 3-[(8-quinolinylsulfonyl)amino]-",OC(=O)C1=CC(NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)=CC=C1
DTXSID50206090,DSSTox_Substance_Id,DTXSID50206090,2-(2-Chlorophenyl)-1-phenylethan-1-one,ClC1=CC=CC=C1CC(=O)C1=CC=CC=C1
DTXSID6046391,DSSTox_Substance_Id,DTXSID6046391,Nithiamide,CC(=O)NC1=NC=C(S1)[N+]([O-])=O
DTXSID90289261,DSSTox_Substance_Id,DTXSID90289261,MLS000737360,NC1=C(Cl)C2=C(C=C1)C(=O)C1=C(C=CC(N)=C1Cl)C2=O
DTXSID50432736,DSSTox_Substance_Id,DTXSID50432736,Myoseverin B,COC1=CC=C(CNC2=NC3=C(N=CN3C3CCCCC3)C(NCC3=CC=C(OC)C=C3)=N2)C=C1
DTXSID3073343,DSSTox_Substance_Id,DTXSID3073343,"1H-Pyrrole-2,5-dione, 1,1'-(1,6-hexanediyl)bis-",O=C1C=CC(=O)N1CCCCCCN1C(=O)C=CC1=O
DTXSID3075046,DSSTox_Substance_Id,DTXSID3075046,"1H-Pyrrolo[2,3-b]pyridine",N1C=CC2=CC=CN=C12
DTXSID50176840,DSSTox_Substance_Id,DTXSID50176840,"N-Acetyl-1,2-diphenylhydrazine",CC(=O)N(NC1=CC=CC=C1)C1=CC=CC=C1
DTXSID7024031,DSSTox_Substance_Id,DTXSID7024031,"(E)-1,2-Dichloroethylene",Cl\C=C\Cl
DTXSID60222347,DSSTox_Substance_Id,DTXSID60222347,"5,5-Dimethyl-3-(p-phenylphenyl)cyclohex-2-en-1-one",CC1(C)CC(=O)C=C(C1)C1=CC=C(C=C1)C1=CC=CC=C1
DTXSID60366058,DSSTox_Substance_Id,DTXSID60366058,"4-allyl-5-cyclopropyl-4H-1,2,4-triazole-3-thiol",C=CCN1C(=S)NN=C1C1CC1
DTXSID80718191,DSSTox_Substance_Id,DTXSID80718191,2-(Phenylethynyl)benzene-1-sulfonamide,NS(=O)(=O)C1=CC=CC=C1C#CC1=CC=CC=C1
DTXSID70391412,DSSTox_Substance_Id,DTXSID70391412,"Cysteine, S-[(2-chlorophenyl)methyl]-",NC(CSCC1=CC=CC=C1Cl)C(O)=O
DTXSID50214918,DSSTox_Substance_Id,DTXSID50214918,"Pyrrolidine, 1-(1,3-benzodioxol-5-ylcarbonyl)-",O=C(N1CCCC1)C1=CC2=C(OCO2)C=C1
DTXSID70275127,DSSTox_Substance_Id,DTXSID70275127,"6-(Chloromethyl)-N~2~-phenyl-1,3,5-triazine-2,4-diamine",NC1=NC(NC2=CC=CC=C2)=NC(CCl)=N1
DTXSID80360856,DSSTox_Substance_Id,DTXSID80360856,ST50134722,COC1=C(OC)C=C(\C=C\C(=O)NC2=CC=CC=C2C(F)(F)F)C=C1
DTXSID90200239,DSSTox_Substance_Id,DTXSID90200239,Papaveraldine,COC1=C(OC)C=C(C=C1)C(=O)C1=NC=CC2=CC(OC)=C(OC)C=C12
DTXSID6026799,DSSTox_Substance_Id,DTXSID6026799,"2,4,6-Trichloro-s-triazine",ClC1=NC(Cl)=NC(Cl)=N1
DTXSID80525261,DSSTox_Substance_Id,DTXSID80525261,"Dimethyl 2-amino-3-oxo-3H-phenoxazine-1,9-dicarboxylate",COC(=O)C1=C2N=C3C(OC2=CC=C1)=CC(=O)C(N)=C3C(=O)OC
DTXSID8020092,DSSTox_Substance_Id,DTXSID8020092,2-Methoxyaniline hydrochloride,Cl.COC1=C(N)C=CC=C1
DTXSID40144755,DSSTox_Substance_Id,DTXSID40144755,"3,4,5-Pyridinetricarbonitrile, 2-amino-6-(dimethylamino)-",CN(C)C1=C(C#N)C(C#N)=C(C#N)C(N)=N1
DTXSID3022530,DSSTox_Substance_Id,DTXSID3022530,Prunetin,COC1=CC(O)=C2C(=O)C(=COC2=C1)C1=CC=C(O)C=C1
DTXSID40361607,DSSTox_Substance_Id,DTXSID40361607,MLS003373820,S=C1NN=C2C=CC3=CC=CC=C3N12
DTXSID7020213,DSSTox_Substance_Id,DTXSID7020213,N-Butyl-N'-nitro-N-nitrosoguanidine,CCCCN(N=O)C(=N)N[N+]([O-])=O
DTXSID8024733,DSSTox_Substance_Id,DTXSID8024733,Carisoprodol,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
DTXSID2025391,DSSTox_Substance_Id,DTXSID2025391,"(2E,4E)-2,4-Hexadienal",C\C=C\C=C\C=O
DTXSID50182047,DSSTox_Substance_Id,DTXSID50182047,Butyl isocyanide,CCCC[N+]#[C-]
DTXSID70360082,DSSTox_Substance_Id,DTXSID70360082,(3-Chlorophenyl)(piperazin-1-yl)methanone,ClC1=CC=CC(=C1)C(=O)N1CCNCC1
DTXSID10586603,DSSTox_Substance_Id,DTXSID10586603,"Ethanesulfonic acid--1-[3-(aminomethyl)phenyl]-6,6-dimethyl-1,6-dihydro-1,3,5-triazine-2,4-diamine (1/1)",CCS(O)(=O)=O.CC1(C)N=C(N)N=C(N)N1C1=CC=CC(CN)=C1
DTXSID8023426,DSSTox_Substance_Id,DTXSID8023426,Paroxypropione,CCC(=O)C1=CC=C(O)C=C1
DTXSID1033163,DSSTox_Substance_Id,DTXSID1033163,Alizarin Yellow R,OC(=O)C1=C(O)C=CC(=C1)N=NC1=CC=C(C=C1)[N+]([O-])=O
DTXSID40377147,DSSTox_Substance_Id,DTXSID40377147,"3-(3,4-dichlorophenyl)imidazo[1,2-a]pyridin-8-amine",NC1=CC=CN2C(=CN=C12)C1=CC(Cl)=C(Cl)C=C1
DTXSID00241850,DSSTox_Substance_Id,DTXSID00241850,"Naphtho(2,1-b)furan-1-ethanol, 2-nitro-",OCCC1=C(OC2=C1C1=CC=CC=C1C=C2)[N+]([O-])=O
DTXSID80392470,DSSTox_Substance_Id,DTXSID80392470,ST51035134,ClC1=CC=C(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)C=C1
DTXSID10169197,DSSTox_Substance_Id,DTXSID10169197,Dibromosulphthalein,OS(=O)(=O)OC1=CC=C(C=C1)C1(OC(=O)C2=C(Br)C=CC(Br)=C12)C1=CC=C(OS(O)(=O)=O)C=C1
DTXSID20635939,DSSTox_Substance_Id,DTXSID20635939,Ethyl (2E)-3-(5-fluoro-2-hydroxyphenyl)prop-2-enoate,CCOC(=O)\C=C\C1=C(O)C=CC(F)=C1
DTXSID60361927,DSSTox_Substance_Id,DTXSID60361927,2-(1H-indol-2-yl)-4-methylphenol,CC1=CC(C2=CC3=CC=CC=C3N2)=C(O)C=C1
DTXSID5052098,DSSTox_Substance_Id,DTXSID5052098,C.I. Solvent Yellow 16,CC1=NN(C(=O)C1N=NC1=CC=CC=C1)C1=CC=CC=C1
DTXSID4048430,DSSTox_Substance_Id,DTXSID4048430,Ubenimex,CC(C)C[C@@H](NC(=O)[C@@H](O)[C@H](N)CC1=CC=CC=C1)C(O)=O
DTXSID70201305,DSSTox_Substance_Id,DTXSID70201305,"N-(3,5-Dichlorophenyl)-succinamide",OC(=O)CCC(=O)NC1=CC(Cl)=CC(Cl)=C1
DTXSID60360278,DSSTox_Substance_Id,DTXSID60360278,"Acetamide, N-[4-(4-oxo-4H-3,1-benzoxazin-2-yl)phenyl]-",CC(=O)NC1=CC=C(C=C1)C1=NC2=CC=CC=C2C(=O)O1
DTXSID60395065,DSSTox_Substance_Id,DTXSID60395065,"1,1-dibenzyl-3-(3,4-dimethylphenyl)urea",CC1=C(C)C=C(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)C=C1
DTXSID20195684,DSSTox_Substance_Id,DTXSID20195684,"Thieno(2,3-d)pyrimidin-4(3H)-one, 3-amino-2-methyl-5-phenyl-",CC1=NC2=C(C(=CS2)C2=CC=CC=C2)C(=O)N1N
DTXSID0049078,DSSTox_Substance_Id,DTXSID0049078,Sulindac sulfide,CSC1=CC=C(\C=C2\C(C)=C(CC(O)=O)C3=C2C=CC(F)=C3)C=C1
DTXSID3048948,DSSTox_Substance_Id,DTXSID3048948,MK-2206,NC1(CCC1)C1=CC=C(C=C1)C1=NC2=C(C=C1C1=CC=CC=C1)C1=NNC(=O)N1C=C2
DTXSID60165346,DSSTox_Substance_Id,DTXSID60165346,Licostinel,[O-][N+](=O)C1=C2NC(=O)C(=O)NC2=CC(Cl)=C1Cl
DTXSID6021610,DSSTox_Substance_Id,DTXSID6021610,3-Hydroxybenzoic acid,OC(=O)C1=CC(O)=CC=C1
DTXSID6047074,DSSTox_Substance_Id,DTXSID6047074,Isobutyl benzoate,CC(C)COC(=O)C1=CC=CC=C1
DTXSID90145595,DSSTox_Substance_Id,DTXSID90145595,Capmatinib,CNC(=O)C1=C(F)C=C(C=C1)C1=NN2C(CC3=CC4=C(C=C3)N=CC=C4)=CN=C2N=C1
DTXSID40439850,DSSTox_Substance_Id,DTXSID40439850,LY-411575,C[C@H](NC(=O)[C@@H](O)C1=CC(F)=CC(F)=C1)C(=O)N[C@H]1C2=CC=CC=C2C2=CC=CC=C2N(C)C1=O
DTXSID1049223,DSSTox_Substance_Id,DTXSID1049223,2-Aminofluorene,NC1=CC=C2C(CC3=CC=CC=C23)=C1
DTXSID30383757,DSSTox_Substance_Id,DTXSID30383757,(5-bromo-1-benzofuran-2-yl)methanol,OCC1=CC2=C(O1)C=CC(Br)=C2
DTXSID00436724,DSSTox_Substance_Id,DTXSID00436724,"4-[2-ethyl-4-(3-methylphenyl)-1,3-thiazol-5-yl]-N-(2-phenylethyl)pyridin-2-amine",CCC1=NC(=C(S1)C1=CC(NCCC2=CC=CC=C2)=NC=C1)C1=CC=CC(C)=C1
DTXSID10349679,DSSTox_Substance_Id,DTXSID10349679,"N'-(1,2,3,4-tetrahydroacridin-9-yl)octane-1,8-diamine",NCCCCCCCCNC1=C2CCCCC2=NC2=CC=CC=C12
DTXSID2040941,DSSTox_Substance_Id,DTXSID2040941,3-Deazaadenosine,NC1=NC=CC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
DTXSID60148997,DSSTox_Substance_Id,DTXSID60148997,Dihydrotamoxifen,CC[C@H]([C@H](C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
DTXSID70563632,DSSTox_Substance_Id,DTXSID70563632,"1,2-Dimethyl-4-phenylpyridin-1-ium",CC1=[N+](C)C=CC(=C1)C1=CC=CC=C1
DTXSID0026830,DSSTox_Substance_Id,DTXSID0026830,"2,5-Dimethylhexane-2,5-diol",CC(C)(O)CCC(C)(C)O
DTXSID00325689,DSSTox_Substance_Id,DTXSID00325689,"2,6-Bis(morpholin-4-yl)-4,8-di(piperidin-1-yl)pyrimido[5,4-d]pyrimidine",C1CCN(CC1)C1=NC(=NC2=C1N=C(N=C2N1CCCCC1)N1CCOCC1)N1CCOCC1
DTXSID7024586,DSSTox_Substance_Id,DTXSID7024586,Benzothiazole,S1C=NC2=CC=CC=C12
DTXSID10212692,DSSTox_Substance_Id,DTXSID10212692,2-Cyano-N-methylacetamide,CNC(=O)CC#N
DTXSID1047817,DSSTox_Substance_Id,DTXSID1047817,Trimetrexate trihydrochloride,Cl.Cl.Cl.COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC
DTXSID30437300,DSSTox_Substance_Id,DTXSID30437300,N-[(3S)-1-[(3-aminophenyl)methyl]pyrrolidin-3-yl]isoquinolin-5-amine,NC1=CC=CC(CN2CC[C@@H](C2)NC2=CC=CC3=C2C=CN=C3)=C1
DTXSID40172472,DSSTox_Substance_Id,DTXSID40172472,6-Phenyl-2-pyridone,O=C1NC(=CC=C1)C1=CC=CC=C1
DTXSID90326105,DSSTox_Substance_Id,DTXSID90326105,"Ethyl [(5-amino-1,3,4-thiadiazol-2-yl)sulfanyl]acetate",CCOC(=O)CSC1=NN=C(N)S1
DTXSID4021971,DSSTox_Substance_Id,DTXSID4021971,1-Chloro-3-nitrobenzene,[O-][N+](=O)C1=CC=CC(Cl)=C1
DTXSID70175517,DSSTox_Substance_Id,DTXSID70175517,"2,2'-Dipyridyl disulfide",S(SC1=CC=CC=N1)C1=CC=CC=N1
DTXSID40230142,DSSTox_Substance_Id,DTXSID40230142,"2,8-Dinitroimipramine",CN(C)CCCN1C2=C(CCC3=C1C=CC(=C3)[N+]([O-])=O)C=C(C=C2)[N+]([O-])=O
DTXSID30433564,DSSTox_Substance_Id,DTXSID30433564,N-[1-[(4-chlorophenyl)methyl]pyrrolidin-3-yl]isoquinolin-5-amine,ClC1=CC=C(CN2CCC(C2)NC2=CC=CC3=C2C=CN=C3)C=C1
DTXSID10152428,DSSTox_Substance_Id,DTXSID10152428,Pendolmycin,CC(C)[C@@H]1N(C)C2=C3C(C[C@@H](CO)NC1=O)=CNC3=C(C=C2)C(C)(C)C=C
DTXSID30339254,DSSTox_Substance_Id,DTXSID30339254,"3-(1,3-dioxo-1,3-dihydro-isoindol-2-ylmethyl)-benzoic acid",OC(=O)C1=CC=CC(CN2C(=O)C3=CC=CC=C3C2=O)=C1
DTXSID8026432,DSSTox_Substance_Id,DTXSID8026432,"2,2-Dimethylpropanoic acid",CC(C)(C)C(O)=O
DTXSID9023461,DSSTox_Substance_Id,DTXSID9023461,Phentermine,CC(C)(N)CC1=CC=CC=C1
DTXSID30438317,DSSTox_Substance_Id,DTXSID30438317,"Benzene, 1-iodyl-3-nitro-",[O-][N+](=O)C1=CC(=CC=C1)[I](=O)=O
DTXSID80232887,DSSTox_Substance_Id,DTXSID80232887,2-Hydroxy-11H-benzo(a)carbazole-3-carboxylic acid,OC(=O)C1=C(O)C=C2C3=C(C=CC2=C1)C1=CC=CC=C1N3
DTXSID30152228,DSSTox_Substance_Id,DTXSID30152228,Baricitinib,CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1
DTXSID10345570,DSSTox_Substance_Id,DTXSID10345570,1-Benzothioylpyrrolidine,S=C(N1CCCC1)C1=CC=CC=C1
DTXSID80197801,DSSTox_Substance_Id,DTXSID80197801,"Thiourea, (2,5-dichlorophenyl)- (9CI)",NC(=S)NC1=C(Cl)C=CC(Cl)=C1
DTXSID40388192,DSSTox_Substance_Id,DTXSID40388192,"3-(Pyridin-3-yl)-2-sulfanylidene-1,3-thiazolidin-4-one",O=C1CSC(=S)N1C1=CN=CC=C1
DTXSID60352618,DSSTox_Substance_Id,DTXSID60352618,Ethyl 1-(4-chlorophenyl)-4-hydroxy-1H-pyrazole-3-carboxylate,CCOC(=O)C1=NN(C=C1O)C1=CC=C(Cl)C=C1
DTXSID6046181,DSSTox_Substance_Id,DTXSID6046181,Etafenone,CCN(CC)CCOC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1
DTXSID3048730,DSSTox_Substance_Id,DTXSID3048730,Beclazone,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]12C
DTXSID90416994,DSSTox_Substance_Id,DTXSID90416994,"1',3'-dihydroxyspiro[2,5-dihydro-[1,2,4]triazolo[4,3-b][1,2,4,5]tetrazine-6,2'-indene]-3-thione",OC1=C2C=CC=CC2=C(O)C11NN2C(=S)NN=C2N=N1
DTXSID00162975,DSSTox_Substance_Id,DTXSID00162975,Bibn 99,CCCC(C)(C)C(=O)N(CC)CCCC1CCN(CC(=O)N2C3=C(C=C(Cl)C=C3)C(=O)NC3=C2N=CC=C3)CC1
DTXSID8059134,DSSTox_Substance_Id,DTXSID8059134,"Benzenesulfonamide, N,N,4-trimethyl-3-nitro-",CN(C)S(=O)(=O)C1=CC=C(C)C(=C1)[N+]([O-])=O
DTXSID90368489,DSSTox_Substance_Id,DTXSID90368489,"5-Methyl-4,5,6,7-tetrahydro[1,3]thiazolo[5,4-c]pyridin-2-amine",CN1CCC2=C(C1)SC(N)=N2
DTXSID30426799,DSSTox_Substance_Id,DTXSID30426799,(2S)-6-amino-2-[[(2S)-2-aminopropanoyl]amino]hexanoic acid,C[C@H](N)C(=O)N[C@@H](CCCCN)C(O)=O
DTXSID8041032,DSSTox_Substance_Id,DTXSID8041032,Ganciclovir,NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1
DTXSID2046202,DSSTox_Substance_Id,DTXSID2046202,Acipimox,CC1=[N+]([O-])C=C(N=C1)C(O)=O
DTXSID90280192,DSSTox_Substance_Id,DTXSID90280192,MLS002638452,CCOC(=O)C1=CC(=O)CC(C)(C)O1
DTXSID70370646,DSSTox_Substance_Id,DTXSID70370646,"3-Acetyl-1,6-naphthyridin-2(1H)-one",CC(=O)C1=CC2=C(NC1=O)C=CN=C2
DTXSID30357650,DSSTox_Substance_Id,DTXSID30357650,SBB041610,OC(=O)C1CCN(CC1)C(=O)NC1CCCCC1
DTXSID40168476,DSSTox_Substance_Id,DTXSID40168476,L 748780,COC1=CC2=C(C=C1)N(C(=O)C1=C(Cl)C=C(Cl)C=C1Cl)C(C)=C2CC(O)=O
DTXSID50380066,DSSTox_Substance_Id,DTXSID50380066,"1-([2,2'-Bithiophen]-5-yl)methanamine",NCC1=CC=C(S1)C1=CC=CS1
DTXSID90351932,DSSTox_Substance_Id,DTXSID90351932,3-(4-chlorophenyl)-1H-pyrazole,ClC1=CC=C(C=C1)C1=CC=NN1
DTXSID90173530,DSSTox_Substance_Id,DTXSID90173530,"4-Pyrimidinol, 6-methyl-2-morpholino-",CC1=CC(=O)N=C(N1)N1CCOCC1
DTXSID30179814,DSSTox_Substance_Id,DTXSID30179814,Ertiprotafib,CC1=C(C)C2=C(C3=CC(C)=C(O[C@H](CC4=CC=CC=C4)C(O)=O)C(C)=C3)C3=CC=CC=C3C(Br)=C2S1
DTXSID20277171,DSSTox_Substance_Id,DTXSID20277171,NSC1014,CC1=CC(NC(C2=CC=CC=C2)C2=C(O)C3=C(C=CC=N3)C=C2)=NC=C1
DTXSID7022629,DSSTox_Substance_Id,DTXSID7022629,Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O
DTXSID40274480,DSSTox_Substance_Id,DTXSID40274480,(2-Phenylpropyl)hydrazine,CC(CNN)C1=CC=CC=C1
DTXSID00282763,DSSTox_Substance_Id,DTXSID00282763,"1-(10-methyl-5,6,7,8-tetrahydrophenanthren-2-yl)ethanone",CC(=O)C1=CC2=C(C=C1)C1=C(CCCC1)C=C2C
DTXSID30242572,DSSTox_Substance_Id,DTXSID30242572,"Pyridazino(4,3-c)isoquinolin-6-amine, N,N-dimethyl-3-(4-methoxyphenyl)-",COC1=CC=C(C=C1)C1=NN=C2C(=C1)N=C(N(C)C)C1=CC=CC=C21
DTXSID9020902,DSSTox_Substance_Id,DTXSID9020902,Monocrotaline,C[C@H]1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23
DTXSID80334092,DSSTox_Substance_Id,DTXSID80334092,3-Methoxy-9H-carbazole,COC1=CC2=C(NC3=CC=CC=C23)C=C1
DTXSID90184060,DSSTox_Substance_Id,DTXSID90184060,trans-3-Indoleacrylic acid,OC(=O)\C=C\C1=CNC2=CC=CC=C12
DTXSID3063839,DSSTox_Substance_Id,DTXSID3063839,"Benzenesulfonic acid, 3-amino-4-methyl-5-[(3-nitrobenzoyl)amino]-",CC1=C(NC(=O)C2=CC=CC(=C2)[N+]([O-])=O)C=C(C=C1N)S(O)(=O)=O
DTXSID00301165,DSSTox_Substance_Id,DTXSID00301165,OXOPURPUREINE,COC1=C(OC)C=C2C(=C1)C(=O)C1=NC=CC3=C1C2=C(OC)C(OC)=C3OC
DTXSID20244065,DSSTox_Substance_Id,DTXSID20244065,4'-Carbomethoxyphenyl 4-guanidinobenzoate,COC(=O)C1=CC=C(OC(=O)C2=CC=C(C=C2)N=C(N)N)C=C1
DTXSID50212575,DSSTox_Substance_Id,DTXSID50212575,N-(4-Hydroxy-5-isopropyl-2-methylphenyl)-N'-(1-naphthyl)urea,CC(C)C1=C(O)C=C(C)C(NC(=O)NC2=CC=CC3=CC=CC=C23)=C1
DTXSID20296726,DSSTox_Substance_Id,DTXSID20296726,MLS002706399,O=C(NCCSSCCNC(=O)C1=CC=CC=C1)C1=CC=CC=C1
DTXSID70305832,DSSTox_Substance_Id,DTXSID70305832,3-Phenylethynyl-benzoic acid,OC(=O)C1=CC=CC(=C1)C#CC1=CC=CC=C1
DTXSID1027504,DSSTox_Substance_Id,DTXSID1027504,2-(Dimethylamino)ethyl methacrylate,CN(C)CCOC(=O)C(C)=C
DTXSID40327122,DSSTox_Substance_Id,DTXSID40327122,Bis(2-nitrophenyl)sulfone,[O-][N+](=O)C1=CC=CC=C1S(=O)(=O)C1=CC=CC=C1[N+]([O-])=O
DTXSID00162157,DSSTox_Substance_Id,DTXSID00162157,"1,3-Benzenediamine, N-(2-(((5-((dimethylamino)methyl)-2-furanyl)methyl)thio)ethyl)-4,6-dinitro-N'-methyl-",CNC1=CC(NCCSCC2=CC=C(CN(C)C)O2)=C(C=C1[N+]([O-])=O)[N+]([O-])=O
DTXSID30356800,DSSTox_Substance_Id,DTXSID30356800,AN-329/41574027,CCN(CC)C(=S)NC(=O)C1=CC(OC)=C(OC)C(OC)=C1
DTXSID10349492,DSSTox_Substance_Id,DTXSID10349492,"2-Thiazolamine, 4-[tetrahydro-2-(1-methylethyl)-2H-pyran-4-yl]-",CC(C)C1CC(CCO1)C1=CSC(N)=N1
DTXSID4029353,DSSTox_Substance_Id,DTXSID4029353,Acetylcedrene,[H][C@]12C[C@@]3(CC(C(C)=O)=C1C)[C@H](C)CC[C@@]3([H])C2(C)C
DTXSID10458432,DSSTox_Substance_Id,DTXSID10458432,"4H-1-Benzopyran-3-carboxaldehyde, 4-oxo-2-(phenylamino)-",O=CC1=C(NC2=CC=CC=C2)OC2=CC=CC=C2C1=O
DTXSID90670438,DSSTox_Substance_Id,DTXSID90670438,2-[(Prop-2-yn-1-yl)sulfanyl]adenosine,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC(SCC#C)=N1
DTXSID1046504,DSSTox_Substance_Id,DTXSID1046504,Indoramin hydrochloride,Cl.O=C(NC1CCN(CCC2=CNC3=C2C=CC=C3)CC1)C1=CC=CC=C1
DTXSID10389393,DSSTox_Substance_Id,DTXSID10389393,"Benzenesulfonamide, 2,5-dichloro-N-2-pyrimidinyl-",ClC1=CC(=C(Cl)C=C1)S(=O)(=O)NC1=NC=CC=N1
DTXSID70407284,DSSTox_Substance_Id,DTXSID70407284,NP-118809,O=C(CC(C1=CC=CC=C1)C1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID20180494,DSSTox_Substance_Id,DTXSID20180494,cis-4-Hydroxy-D-proline,O[C@H]1CN[C@H](C1)C(O)=O
DTXSID20186239,DSSTox_Substance_Id,DTXSID20186239,Tylophorinidine,COC1=CC2=C(C=C1)C1=C(CN3CCC[C@H]3[C@H]1O)C1=CC(OC)=C(O)C=C21
DTXSID30359977,DSSTox_Substance_Id,DTXSID30359977,STK850644,CS(=O)(=O)C1=CC2=C(C=C1)N=C(NC(=O)C1=CC=CC=C1Cl)S2
DTXSID00399123,DSSTox_Substance_Id,DTXSID00399123,3-BENZOYL-7-DIETHYLAMINOCOUMARIN,CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)C1=CC=CC=C1)C(=O)O2
DTXSID80222905,DSSTox_Substance_Id,DTXSID80222905,2-(2-Benzofuranyl)-2-imidazoline,C1CN=C(N1)C1=CC2=CC=CC=C2O1
DTXSID6041715,DSSTox_Substance_Id,DTXSID6041715,"C.I. Acid Violet 12, disodium salt",[Na+].[Na+].COC1=CC=CC=C1N=NC1=C(C=C2C=C(C=C(NC(C)=O)C2=C1O)S([O-])(=O)=O)S([O-])(=O)=O
DTXSID10301752,DSSTox_Substance_Id,DTXSID10301752,MLS002920701,CC1=CC=CC=C1OS(=O)(=O)C1=CC=CC(=C1)[N+]([O-])=O
DTXSID70354466,DSSTox_Substance_Id,DTXSID70354466,N-1-naphthyl-3-nitrobenzamide,[O-][N+](=O)C1=CC=CC(=C1)C(=O)NC1=CC=CC2=CC=CC=C12
DTXSID80274025,DSSTox_Substance_Id,DTXSID80274025,2-[2-(2-Methoxypropoxy)propoxy]-1-propanol,COC(C)COC(C)COC(C)CO
DTXSID50236514,DSSTox_Substance_Id,DTXSID50236514,6-Bromo-4-cinnolinol,BrC1=CC2=C(NN=CC2=O)C=C1
